time,close,spread
2025-03-03 01:19:00,1.0412,19
2025-03-03 01:20:00,1.04117,16
2025-03-03 01:21:00,1.04159,18
2025-03-03 01:22:00,1.0417399999999999,16
2025-03-03 01:23:00,1.04189,18
2025-03-03 01:24:00,1.0417399999999999,21
2025-03-03 01:25:00,1.04169,22
2025-03-03 01:26:00,1.04149,17
2025-03-03 01:27:00,1.04129,18
2025-03-03 01:28:00,1.04126,18
2025-03-03 01:29:00,1.04144,19
2025-03-03 01:30:00,1.04147,17
2025-03-03 01:31:00,1.04149,18
2025-03-03 01:32:00,1.0418,19
2025-03-03 01:33:00,1.0419,16
2025-03-03 01:34:00,1.04173,17
2025-03-03 01:35:00,1.04194,16
2025-03-03 01:36:00,1.04184,18
2025-03-03 01:37:00,1.04185,16
2025-03-03 01:38:00,1.04164,18
2025-03-03 01:39:00,1.04175,19
2025-03-03 01:40:00,1.04184,16
2025-03-03 01:41:00,1.04172,18
2025-03-03 01:42:00,1.0417399999999999,16
2025-03-03 01:43:00,1.04173,17
2025-03-03 01:44:00,1.04165,18
2025-03-03 01:45:00,1.04165,17
2025-03-03 01:46:00,1.04164,17
2025-03-03 01:47:00,1.04146,17
2025-03-03 01:48:00,1.04143,18
2025-03-03 01:49:00,1.04129,17
2025-03-03 01:50:00,1.04115,17
2025-03-03 01:51:00,1.0414,16
2025-03-03 01:52:00,1.04141,17
2025-03-03 01:53:00,1.04142,16
2025-03-03 01:54:00,1.04142,17
2025-03-03 01:55:00,1.04142,16
2025-03-03 01:56:00,1.04119,16
2025-03-03 01:57:00,1.0413000000000001,16
2025-03-03 01:58:00,1.04116,17
2025-03-03 01:59:00,1.04111,19
2025-03-03 02:00:00,1.04089,18
2025-03-03 02:01:00,1.04086,16
2025-03-03 02:02:00,1.04064,16
2025-03-03 02:03:00,1.04035,16
2025-03-03 02:04:00,1.04018,16
2025-03-03 02:05:00,1.0406,16
2025-03-03 02:06:00,1.04046,19
2025-03-03 02:07:00,1.0405,17
2025-03-03 02:08:00,1.04086,16
2025-03-03 02:09:00,1.04097,17
2025-03-03 02:10:00,1.04108,17
2025-03-03 02:11:00,1.04081,16
2025-03-03 02:12:00,1.04089,18
2025-03-03 02:13:00,1.04079,16
2025-03-03 02:14:00,1.04084,19
2025-03-03 02:15:00,1.04069,16
2025-03-03 02:16:00,1.0413000000000001,17
2025-03-03 02:17:00,1.04122,17
2025-03-03 02:18:00,1.04151,17
2025-03-03 02:19:00,1.0415,17
2025-03-03 02:20:00,1.0415,18
2025-03-03 02:21:00,1.04146,16
2025-03-03 02:22:00,1.04135,18
2025-03-03 02:23:00,1.04131,19
2025-03-03 02:24:00,1.04134,19
2025-03-03 02:25:00,1.0414,17
2025-03-03 02:26:00,1.04152,16
2025-03-03 02:27:00,1.04189,16
2025-03-03 02:28:00,1.0415,17
2025-03-03 02:29:00,1.0415,16
2025-03-03 02:30:00,1.04156,16
2025-03-03 02:31:00,1.04141,16
2025-03-03 02:32:00,1.04154,18
2025-03-03 02:33:00,1.04166,16
2025-03-03 02:34:00,1.0416,16
2025-03-03 02:35:00,1.04139,16
2025-03-03 02:36:00,1.04157,17
2025-03-03 02:37:00,1.04142,17
2025-03-03 02:38:00,1.04135,17
2025-03-03 02:39:00,1.04136,16
2025-03-03 02:40:00,1.04139,18
2025-03-03 02:41:00,1.0416,18
2025-03-03 02:42:00,1.04109,16
2025-03-03 02:43:00,1.0413000000000001,16
2025-03-03 02:44:00,1.04124,16
2025-03-03 02:45:00,1.04125,18
2025-03-03 02:46:00,1.04114,19
2025-03-03 02:47:00,1.04111,17
2025-03-03 02:48:00,1.04104,18
2025-03-03 02:49:00,1.04104,17
2025-03-03 02:50:00,1.04112,18
2025-03-03 02:51:00,1.04104,16
2025-03-03 02:52:00,1.04098,18
2025-03-03 02:53:00,1.04109,17
2025-03-03 02:54:00,1.04099,18
2025-03-03 02:55:00,1.04093,18
2025-03-03 02:56:00,1.04099,16
2025-03-03 02:57:00,1.04103,16
2025-03-03 02:58:00,1.04093,18
2025-03-03 02:59:00,1.04084,18
2025-03-03 03:00:00,1.04091,17
2025-03-03 03:01:00,1.04107,17
2025-03-03 03:02:00,1.04117,17
2025-03-03 03:03:00,1.0413000000000001,17
2025-03-03 03:04:00,1.04133,16
2025-03-03 03:05:00,1.04128,16
2025-03-03 03:06:00,1.04167,18
2025-03-03 03:07:00,1.04172,17
2025-03-03 03:08:00,1.04188,18
2025-03-03 03:09:00,1.04192,16
2025-03-03 03:10:00,1.04192,17
2025-03-03 03:11:00,1.04198,18
2025-03-03 03:12:00,1.04213,17
2025-03-03 03:13:00,1.04212,16
2025-03-03 03:14:00,1.04173,16
2025-03-03 03:15:00,1.04153,18
2025-03-03 03:16:00,1.04153,17
2025-03-03 03:17:00,1.04136,16
2025-03-03 03:18:00,1.04147,16
2025-03-03 03:19:00,1.04162,16
2025-03-03 03:20:00,1.04176,16
2025-03-03 03:21:00,1.04176,16
2025-03-03 03:22:00,1.0417399999999999,16
2025-03-03 03:23:00,1.04185,16
2025-03-03 03:24:00,1.0419100000000001,16
2025-03-03 03:25:00,1.04193,17
2025-03-03 03:26:00,1.0419,17
2025-03-03 03:27:00,1.04195,16
2025-03-03 03:28:00,1.04189,17
2025-03-03 03:29:00,1.04186,19
2025-03-03 03:30:00,1.04193,16
2025-03-03 03:31:00,1.04192,16
2025-03-03 03:32:00,1.04169,18
2025-03-03 03:33:00,1.04186,18
2025-03-03 03:34:00,1.04187,18
2025-03-03 03:35:00,1.0419,16
2025-03-03 03:36:00,1.04181,18
2025-03-03 03:37:00,1.0417,17
2025-03-03 03:38:00,1.04194,18
2025-03-03 03:39:00,1.04192,16
2025-03-03 03:40:00,1.04165,17
2025-03-03 03:41:00,1.04181,16
2025-03-03 03:42:00,1.04183,16
2025-03-03 03:43:00,1.04179,18
2025-03-03 03:44:00,1.04169,17
2025-03-03 03:45:00,1.04183,16
2025-03-03 03:46:00,1.04177,18
2025-03-03 03:47:00,1.04185,19
2025-03-03 03:48:00,1.04188,17
2025-03-03 03:49:00,1.04187,16
2025-03-03 03:50:00,1.04192,17
2025-03-03 03:51:00,1.04188,19
2025-03-03 03:52:00,1.04195,18
2025-03-03 03:53:00,1.0419,18
2025-03-03 03:54:00,1.04197,18
2025-03-03 03:55:00,1.0422,16
2025-03-03 03:56:00,1.04204,16
2025-03-03 03:57:00,1.04202,17
2025-03-03 03:58:00,1.04195,18
2025-03-03 03:59:00,1.04188,18
2025-03-03 04:00:00,1.04183,16
2025-03-03 04:01:00,1.04173,17
2025-03-03 04:02:00,1.0416,16
2025-03-03 04:03:00,1.04159,19
2025-03-03 04:04:00,1.04175,18
2025-03-03 04:05:00,1.04188,17
2025-03-03 04:06:00,1.04184,18
2025-03-03 04:07:00,1.04196,16
2025-03-03 04:08:00,1.04197,16
2025-03-03 04:09:00,1.042,17
2025-03-03 04:10:00,1.0421,17
2025-03-03 04:11:00,1.04215,17
2025-03-03 04:12:00,1.04208,17
2025-03-03 04:13:00,1.04211,18
2025-03-03 04:14:00,1.04208,18
2025-03-03 04:15:00,1.042,18
2025-03-03 04:16:00,1.0418,17
2025-03-03 04:17:00,1.0419100000000001,18
2025-03-03 04:18:00,1.04198,17
2025-03-03 04:19:00,1.04207,17
2025-03-03 04:20:00,1.04199,18
2025-03-03 04:21:00,1.04194,17
2025-03-03 04:22:00,1.04185,16
2025-03-03 04:23:00,1.04185,17
2025-03-03 04:24:00,1.04184,17
2025-03-03 04:25:00,1.04186,19
2025-03-03 04:26:00,1.0419100000000001,18
2025-03-03 04:27:00,1.04179,18
2025-03-03 04:28:00,1.04176,18
2025-03-03 04:29:00,1.04155,17
2025-03-03 04:30:00,1.0416,16
2025-03-03 04:31:00,1.04157,18
2025-03-03 04:32:00,1.04163,16
2025-03-03 04:33:00,1.04162,16
2025-03-03 04:34:00,1.04169,17
2025-03-03 04:35:00,1.04187,17
2025-03-03 04:36:00,1.04196,18
2025-03-03 04:37:00,1.04189,19
2025-03-03 04:38:00,1.0419,19
2025-03-03 04:39:00,1.04175,18
2025-03-03 04:40:00,1.0419100000000001,18
2025-03-03 04:41:00,1.04182,17
2025-03-03 04:42:00,1.04193,16
2025-03-03 04:43:00,1.04187,16
2025-03-03 04:44:00,1.04188,16
2025-03-03 04:45:00,1.04188,17
2025-03-03 04:46:00,1.04186,16
2025-03-03 04:47:00,1.04198,18
2025-03-03 04:48:00,1.04195,18
2025-03-03 04:49:00,1.04199,17
2025-03-03 04:50:00,1.0419,17
2025-03-03 04:51:00,1.04199,17
2025-03-03 04:52:00,1.04206,17
2025-03-03 04:53:00,1.04217,16
2025-03-03 04:54:00,1.04217,16
2025-03-03 04:55:00,1.04202,17
2025-03-03 04:56:00,1.04195,16
2025-03-03 04:57:00,1.04205,18
2025-03-03 04:58:00,1.04185,17
2025-03-03 04:59:00,1.0419100000000001,17
2025-03-03 05:00:00,1.04184,19
2025-03-03 05:01:00,1.0417,16
2025-03-03 05:02:00,1.04165,19
2025-03-03 05:03:00,1.04159,17
2025-03-03 05:04:00,1.04156,16
2025-03-03 05:05:00,1.04143,17
2025-03-03 05:06:00,1.04134,18
2025-03-03 05:07:00,1.04129,18
2025-03-03 05:08:00,1.04125,18
2025-03-03 05:09:00,1.04119,16
2025-03-03 05:10:00,1.04133,16
2025-03-03 05:11:00,1.04125,16
2025-03-03 05:12:00,1.04135,16
2025-03-03 05:13:00,1.04106,18
2025-03-03 05:14:00,1.0411,16
2025-03-03 05:15:00,1.0411,17
2025-03-03 05:16:00,1.04099,17
2025-03-03 05:17:00,1.04109,16
2025-03-03 05:18:00,1.0411,16
2025-03-03 05:19:00,1.0411299999999999,18
2025-03-03 05:20:00,1.04121,18
2025-03-03 05:21:00,1.0411,17
2025-03-03 05:22:00,1.04116,16
2025-03-03 05:23:00,1.04115,16
2025-03-03 05:24:00,1.04097,17
2025-03-03 05:25:00,1.04095,18
2025-03-03 05:26:00,1.04107,17
2025-03-03 05:27:00,1.04115,18
2025-03-03 05:28:00,1.04124,17
2025-03-03 05:29:00,1.04126,17
2025-03-03 05:30:00,1.04129,17
2025-03-03 05:31:00,1.04146,17
2025-03-03 05:32:00,1.04135,19
2025-03-03 05:33:00,1.0413000000000001,18
2025-03-03 05:34:00,1.04126,18
2025-03-03 05:35:00,1.0413000000000001,19
2025-03-03 05:36:00,1.04146,18
2025-03-03 05:37:00,1.04142,18
2025-03-03 05:38:00,1.04131,16
2025-03-03 05:39:00,1.04148,16
2025-03-03 05:40:00,1.04161,17
2025-03-03 05:41:00,1.04172,17
2025-03-03 05:42:00,1.0416,18
2025-03-03 05:43:00,1.04159,19
2025-03-03 05:44:00,1.04157,19
2025-03-03 05:45:00,1.04149,18
2025-03-03 05:46:00,1.04155,17
2025-03-03 05:47:00,1.0415,18
2025-03-03 05:48:00,1.04147,18
2025-03-03 05:49:00,1.04135,18
2025-03-03 05:50:00,1.0414,17
2025-03-03 05:51:00,1.04135,18
2025-03-03 05:52:00,1.04135,19
2025-03-03 05:53:00,1.0414,18
2025-03-03 05:54:00,1.04139,19
2025-03-03 05:55:00,1.04136,18
2025-03-03 05:56:00,1.04137,18
2025-03-03 05:57:00,1.04157,17
2025-03-03 05:58:00,1.04161,17
2025-03-03 05:59:00,1.04161,18
2025-03-03 06:00:00,1.04158,18
2025-03-03 06:01:00,1.04164,18
2025-03-03 06:02:00,1.04171,17
2025-03-03 06:03:00,1.04177,17
2025-03-03 06:04:00,1.0417,18
2025-03-03 06:05:00,1.04165,17
2025-03-03 06:06:00,1.04177,18
2025-03-03 06:07:00,1.04181,18
2025-03-03 06:08:00,1.04173,18
2025-03-03 06:09:00,1.04168,18
2025-03-03 06:10:00,1.04177,17
2025-03-03 06:11:00,1.04189,17
2025-03-03 06:12:00,1.04189,17
2025-03-03 06:13:00,1.04186,17
2025-03-03 06:14:00,1.04186,17
2025-03-03 06:15:00,1.04185,18
2025-03-03 06:16:00,1.04173,18
2025-03-03 06:17:00,1.04164,17
2025-03-03 06:18:00,1.04177,18
2025-03-03 06:19:00,1.04173,18
2025-03-03 06:20:00,1.04169,18
2025-03-03 06:21:00,1.04163,17
2025-03-03 06:22:00,1.04164,17
2025-03-03 06:23:00,1.04169,17
2025-03-03 06:24:00,1.04173,17
2025-03-03 06:25:00,1.0417399999999999,17
2025-03-03 06:26:00,1.04175,17
2025-03-03 06:27:00,1.04178,16
2025-03-03 06:28:00,1.04175,19
2025-03-03 06:29:00,1.04188,18
2025-03-03 06:30:00,1.04173,18
2025-03-03 06:31:00,1.04183,18
2025-03-03 06:32:00,1.04187,18
2025-03-03 06:33:00,1.04188,19
2025-03-03 06:34:00,1.04188,18
2025-03-03 06:35:00,1.0419,18
2025-03-03 06:36:00,1.0419,16
2025-03-03 06:37:00,1.04185,17
2025-03-03 06:38:00,1.04188,18
2025-03-03 06:39:00,1.04178,19
2025-03-03 06:40:00,1.0419,16
2025-03-03 06:41:00,1.04193,18
2025-03-03 06:42:00,1.04193,17
2025-03-03 06:43:00,1.04179,18
2025-03-03 06:44:00,1.04184,19
2025-03-03 06:45:00,1.04175,19
2025-03-03 06:46:00,1.04176,19
2025-03-03 06:47:00,1.04178,17
2025-03-03 06:48:00,1.04196,17
2025-03-03 06:49:00,1.04187,17
2025-03-03 06:50:00,1.0419,17
2025-03-03 06:51:00,1.04184,17
2025-03-03 06:52:00,1.04178,19
2025-03-03 06:53:00,1.04178,18
2025-03-03 06:54:00,1.04171,18
2025-03-03 06:55:00,1.04172,18
2025-03-03 06:56:00,1.0417399999999999,19
2025-03-03 06:57:00,1.04182,19
2025-03-03 06:58:00,1.0417399999999999,18
2025-03-03 06:59:00,1.04169,18
2025-03-03 07:00:00,1.04163,17
2025-03-03 07:01:00,1.04164,17
2025-03-03 07:02:00,1.04159,17
2025-03-03 07:03:00,1.04151,17
2025-03-03 07:04:00,1.04149,18
2025-03-03 07:05:00,1.04148,17
2025-03-03 07:06:00,1.04139,16
2025-03-03 07:07:00,1.0414,16
2025-03-03 07:08:00,1.04143,16
2025-03-03 07:09:00,1.04134,17
2025-03-03 07:10:00,1.04143,17
2025-03-03 07:11:00,1.04147,17
2025-03-03 07:12:00,1.0414,17
2025-03-03 07:13:00,1.04147,17
2025-03-03 07:14:00,1.04153,16
2025-03-03 07:15:00,1.04156,18
2025-03-03 07:16:00,1.04156,16
2025-03-03 07:17:00,1.04149,17
2025-03-03 07:18:00,1.04154,17
2025-03-03 07:19:00,1.04159,19
2025-03-03 07:20:00,1.04159,19
2025-03-03 07:21:00,1.04162,18
2025-03-03 07:22:00,1.04158,18
2025-03-03 07:23:00,1.04167,17
2025-03-03 07:24:00,1.04173,18
2025-03-03 07:25:00,1.04179,16
2025-03-03 07:26:00,1.04166,18
2025-03-03 07:27:00,1.04165,17
2025-03-03 07:28:00,1.04159,18
2025-03-03 07:29:00,1.04165,19
2025-03-03 07:30:00,1.04165,19
2025-03-03 07:31:00,1.04165,18
2025-03-03 07:32:00,1.04168,19
2025-03-03 07:33:00,1.04181,18
2025-03-03 07:34:00,1.04183,19
2025-03-03 07:35:00,1.0417399999999999,18
2025-03-03 07:36:00,1.0417,19
2025-03-03 07:37:00,1.04167,17
2025-03-03 07:38:00,1.0416,16
2025-03-03 07:39:00,1.04157,19
2025-03-03 07:40:00,1.0416,16
2025-03-03 07:41:00,1.04159,17
2025-03-03 07:42:00,1.0416,17
2025-03-03 07:43:00,1.04144,17
2025-03-03 07:44:00,1.04144,18
2025-03-03 07:45:00,1.04136,18
2025-03-03 07:46:00,1.04135,18
2025-03-03 07:47:00,1.0414,16
2025-03-03 07:48:00,1.04136,17
2025-03-03 07:49:00,1.04124,17
2025-03-03 07:50:00,1.04124,17
2025-03-03 07:51:00,1.04123,17
2025-03-03 07:52:00,1.04126,16
2025-03-03 07:53:00,1.04116,17
2025-03-03 07:54:00,1.04122,16
2025-03-03 07:55:00,1.04117,18
2025-03-03 07:56:00,1.04128,16
2025-03-03 07:57:00,1.04122,16
2025-03-03 07:58:00,1.04129,18
2025-03-03 07:59:00,1.04135,17
2025-03-03 08:00:00,1.04135,17
2025-03-03 08:01:00,1.04142,16
2025-03-03 08:02:00,1.04144,19
2025-03-03 08:03:00,1.0415,19
2025-03-03 08:04:00,1.0415,18
2025-03-03 08:05:00,1.0414,18
2025-03-03 08:06:00,1.04139,18
2025-03-03 08:07:00,1.04133,19
2025-03-03 08:08:00,1.04131,18
2025-03-03 08:09:00,1.04123,18
2025-03-03 08:10:00,1.04122,18
2025-03-03 08:11:00,1.04123,18
2025-03-03 08:12:00,1.04123,17
2025-03-03 08:13:00,1.04125,18
2025-03-03 08:14:00,1.04127,18
2025-03-03 08:15:00,1.04132,18
2025-03-03 08:16:00,1.04146,18
2025-03-03 08:17:00,1.0414,18
2025-03-03 08:18:00,1.04135,19
2025-03-03 08:19:00,1.04133,19
2025-03-03 08:20:00,1.0411299999999999,18
2025-03-03 08:21:00,1.04125,18
2025-03-03 08:22:00,1.04122,18
2025-03-03 08:23:00,1.04123,19
2025-03-03 08:24:00,1.04132,19
2025-03-03 08:25:00,1.04136,17
2025-03-03 08:26:00,1.04141,16
2025-03-03 08:27:00,1.04144,17
2025-03-03 08:28:00,1.04135,16
2025-03-03 08:29:00,1.04136,17
2025-03-03 08:30:00,1.04122,16
2025-03-03 08:31:00,1.04111,17
2025-03-03 08:32:00,1.04116,17
2025-03-03 08:33:00,1.04109,18
2025-03-03 08:34:00,1.04114,17
2025-03-03 08:35:00,1.0412,17
2025-03-03 08:36:00,1.04103,16
2025-03-03 08:37:00,1.04104,17
2025-03-03 08:38:00,1.04106,17
2025-03-03 08:39:00,1.04105,17
2025-03-03 08:40:00,1.04096,17
2025-03-03 08:41:00,1.04095,16
2025-03-03 08:42:00,1.04072,16
2025-03-03 08:43:00,1.04086,17
2025-03-03 08:44:00,1.04072,17
2025-03-03 08:45:00,1.04076,18
2025-03-03 08:46:00,1.04069,18
2025-03-03 08:47:00,1.04064,17
2025-03-03 08:48:00,1.04065,18
2025-03-03 08:49:00,1.04065,19
2025-03-03 08:50:00,1.04059,19
2025-03-03 08:51:00,1.04086,17
2025-03-03 08:52:00,1.04101,17
2025-03-03 08:53:00,1.04106,17
2025-03-03 08:54:00,1.04103,17
2025-03-03 08:55:00,1.0411299999999999,17
2025-03-03 08:56:00,1.0409,16
2025-03-03 08:57:00,1.04101,17
2025-03-03 08:58:00,1.0408,17
2025-03-03 08:59:00,1.04074,19
2025-03-03 09:00:00,1.04059,18
2025-03-03 09:01:00,1.0406,18
2025-03-03 09:02:00,1.04056,18
2025-03-03 09:03:00,1.04047,17
2025-03-03 09:04:00,1.04065,18
2025-03-03 09:05:00,1.04059,19
2025-03-03 09:06:00,1.04048,17
2025-03-03 09:07:00,1.04058,17
2025-03-03 09:08:00,1.04011,17
2025-03-03 09:09:00,1.0404,17
2025-03-03 09:10:00,1.04067,17
2025-03-03 09:11:00,1.04056,16
2025-03-03 09:12:00,1.04053,16
2025-03-03 09:13:00,1.04061,16
2025-03-03 09:14:00,1.04033,16
2025-03-03 09:15:00,1.04036,16
2025-03-03 09:16:00,1.04041,17
2025-03-03 09:17:00,1.04036,16
2025-03-03 09:18:00,1.04019,17
2025-03-03 09:19:00,1.04018,18
2025-03-03 09:20:00,1.04019,17
2025-03-03 09:21:00,1.04019,19
2025-03-03 09:22:00,1.04017,16
2025-03-03 09:23:00,1.04041,16
2025-03-03 09:24:00,1.04045,18
2025-03-03 09:25:00,1.04035,18
2025-03-03 09:26:00,1.04034,18
2025-03-03 09:27:00,1.04044,18
2025-03-03 09:28:00,1.04042,16
2025-03-03 09:29:00,1.04047,16
2025-03-03 09:30:00,1.0406,17
2025-03-03 09:31:00,1.04059,17
2025-03-03 09:32:00,1.04052,17
2025-03-03 09:33:00,1.04041,17
2025-03-03 09:34:00,1.04062,17
2025-03-03 09:35:00,1.04057,16
2025-03-03 09:36:00,1.04047,17
2025-03-03 09:37:00,1.0405,16
2025-03-03 09:38:00,1.04041,16
2025-03-03 09:39:00,1.04057,17
2025-03-03 09:40:00,1.04065,17
2025-03-03 09:41:00,1.04072,16
2025-03-03 09:42:00,1.04066,18
2025-03-03 09:43:00,1.04069,16
2025-03-03 09:44:00,1.04083,18
2025-03-03 09:45:00,1.04069,16
2025-03-03 09:46:00,1.04073,17
2025-03-03 09:47:00,1.04074,17
2025-03-03 09:48:00,1.0407,16
2025-03-03 09:49:00,1.04055,16
2025-03-03 09:50:00,1.04026,16
2025-03-03 09:51:00,1.04035,16
2025-03-03 09:52:00,1.04039,16
2025-03-03 09:53:00,1.04024,17
2025-03-03 09:54:00,1.04015,16
2025-03-03 09:55:00,1.04031,17
2025-03-03 09:56:00,1.04043,17
2025-03-03 09:57:00,1.04041,16
2025-03-03 09:58:00,1.04057,17
2025-03-03 09:59:00,1.04046,16
2025-03-03 10:00:00,1.0404,16
2025-03-03 10:01:00,1.0401,16
2025-03-03 10:02:00,1.04011,16
2025-03-03 10:03:00,1.04025,17
2025-03-03 10:04:00,1.04023,17
2025-03-03 10:05:00,1.04014,17
2025-03-03 10:06:00,1.04014,16
2025-03-03 10:07:00,1.04021,16
2025-03-03 10:08:00,1.04011,16
2025-03-03 10:09:00,1.0402,17
2025-03-03 10:10:00,1.0403,16
2025-03-03 10:11:00,1.04042,16
2025-03-03 10:12:00,1.04056,16
2025-03-03 10:13:00,1.04048,16
2025-03-03 10:14:00,1.04028,18
2025-03-03 10:15:00,1.04031,19
2025-03-03 10:16:00,1.04031,16
2025-03-03 10:17:00,1.04022,17
2025-03-03 10:18:00,1.04042,17
2025-03-03 10:19:00,1.04035,16
2025-03-03 10:20:00,1.0401,18
2025-03-03 10:21:00,1.04009,16
2025-03-03 10:22:00,1.03996,16
2025-03-03 10:23:00,1.03965,16
2025-03-03 10:24:00,1.03946,16
2025-03-03 10:25:00,1.03941,16
2025-03-03 10:26:00,1.03924,16
2025-03-03 10:27:00,1.03935,16
2025-03-03 10:28:00,1.0395,16
2025-03-03 10:29:00,1.03954,17
2025-03-03 10:30:00,1.03939,18
2025-03-03 10:31:00,1.03938,17
2025-03-03 10:32:00,1.03924,18
2025-03-03 10:33:00,1.03934,17
2025-03-03 10:34:00,1.03933,16
2025-03-03 10:35:00,1.03935,16
2025-03-03 10:36:00,1.03925,16
2025-03-03 10:37:00,1.03924,16
2025-03-03 10:38:00,1.03915,16
2025-03-03 10:39:00,1.03899,16
2025-03-03 10:40:00,1.03895,16
2025-03-03 10:41:00,1.03897,17
2025-03-03 10:42:00,1.03907,16
2025-03-03 10:43:00,1.03918,17
2025-03-03 10:44:00,1.0393,19
2025-03-03 10:45:00,1.03941,18
2025-03-03 10:46:00,1.03934,18
2025-03-03 10:47:00,1.03931,18
2025-03-03 10:48:00,1.03936,18
2025-03-03 10:49:00,1.03936,18
2025-03-03 10:50:00,1.03925,18
2025-03-03 10:51:00,1.03926,17
2025-03-03 10:52:00,1.0393,17
2025-03-03 10:53:00,1.03946,16
2025-03-03 10:54:00,1.03954,18
2025-03-03 10:55:00,1.03968,18
2025-03-03 10:56:00,1.03963,18
2025-03-03 10:57:00,1.03984,16
2025-03-03 10:58:00,1.03977,18
2025-03-03 10:59:00,1.04001,16
2025-03-03 11:00:00,1.04006,18
2025-03-03 11:01:00,1.04027,16
2025-03-03 11:02:00,1.04046,16
2025-03-03 11:03:00,1.04066,16
2025-03-03 11:04:00,1.04083,17
2025-03-03 11:05:00,1.04075,16
2025-03-03 11:06:00,1.04071,17
2025-03-03 11:07:00,1.0411,16
2025-03-03 11:08:00,1.04108,18
2025-03-03 11:09:00,1.04115,17
2025-03-03 11:10:00,1.04132,17
2025-03-03 11:11:00,1.0413000000000001,19
2025-03-03 11:12:00,1.04133,17
2025-03-03 11:13:00,1.04153,16
2025-03-03 11:14:00,1.0415,17
2025-03-03 11:15:00,1.04165,18
2025-03-03 11:16:00,1.04148,16
2025-03-03 11:17:00,1.04157,17
2025-03-03 11:18:00,1.04152,17
2025-03-03 11:19:00,1.04105,16
2025-03-03 11:20:00,1.04104,16
2025-03-03 11:21:00,1.04098,16
2025-03-03 11:22:00,1.04091,16
2025-03-03 11:23:00,1.04075,16
2025-03-03 11:24:00,1.04079,16
2025-03-03 11:25:00,1.04097,17
2025-03-03 11:26:00,1.0408,16
2025-03-03 11:27:00,1.04081,19
2025-03-03 11:28:00,1.04094,18
2025-03-03 11:29:00,1.04109,16
2025-03-03 11:30:00,1.04099,16
2025-03-03 11:31:00,1.04095,16
2025-03-03 11:32:00,1.04094,16
2025-03-03 11:33:00,1.04115,16
